shift,0.960515022277832
c,0.16885995864868164
shift,0.10810112953186035
/a,0.5189650058746338
e,0.09177398681640625
s,0.18749594688415527
t,0.07256197929382324
space,0.13626313209533691
l,1.0527570247650146
/a,0.11379194259643555
h,0.147691011428833
e,0.09738898277282715
u,0.13710403442382812
r,0.08769392967224121
e,0.08926606178283691
space,0.07549190521240234
d,0.30712103843688965
e,0.08399105072021484
space,0.07931375503540039
f,0.11072897911071777
a,0.13868021965026855
i,0.11247515678405762
r,0.07352972030639648
e,0.08068704605102539
space,0.06222200393676758
u,0.12438797950744629
n,0.16261816024780273
space,0.07933902740478516
t,0.19198989868164062
e,0.08633089065551758
s,0.09314417839050293
space,0.13036704063415527
d,0.1904277801513672
/a,0.19892001152038574
a,0.07205605506896973
m,0.38753509521484375
p,0.19919109344482422
l,0.1490488052368164
e,0.14257192611694336
u,0.13911008834838867
r,0.11736106872558594
shift,0.2773458957672119
/pv,0.09980607032775879
space,0.13091301918029785
l,0.6408669948577881
shift,0.06730079650878906
e,0.25708913803100586
space,0.0716547966003418
t,0.29376840591430664
r,0.06844973564147949
u,0.14623403549194336
c,0.1318800449371338
space,0.06068301200866699
d,0.18793487548828125
e,0.08797001838684082
space,0.07077312469482422
shift,0.3859670162200928
n,0.16029906272888184
shift,0.12330484390258789
e,0.15845298767089844
m,0.1243889331817627
o,0.186143159866333
space,0.11181807518005371
à,0.34969091415405273
space,0.10295391082763672
l,0.14144611358642578
/a,0.07279801368713379
a,0.11078977584838867
i,0.07719707489013672
r,0.14122700691223145
space,0.05651712417602539
d,0.19254684448242188
e,0.06061100959777832
space,0.09493613243103027
p,0.028664827346801758
l,0.1613621711730957
u,0.22632598876953125
t,0.19238781929016113
^,0.11613798141479492
o,0.18775725364685059
t,0.07821393013000488
space,0.06911492347717285
b,0.23925399780273438
i,0.12175321578979492
e,0.08894681930541992
n,0.11203789710998535
space,0.09179115295410156
f,0.12337803840637207
o,0.10378789901733398
n,0.1797339916229248
c,0.06716489791870117
t,0.21802401542663574
i,0.07223224639892578
o,0.15465593338012695
n,0.23843598365783691
n,0.10791397094726562
e,0.08975601196289062
r,0.0811769962310791
space,0.08398699760437012
e,0.15235209465026855
t,0.15819692611694336
space,0.09602499008178711
shift,0.9800410270690918
c,4.135777950286865
