shift,1.4403479099273682
i,1.4318981170654297
l,0.24028706550598145
space,1.0640239715576172
f,1.3666777610778809
a,0.23695921897888184
u,0.988292932510376
t,0.2870290279388428
space,0.15251398086547852
l,0.5962381362915039
a,0.12308478355407715
space,0.11685299873352051
m,0.24399828910827637
a,0.19206476211547852
j,0.25981712341308594
u,0.15624284744262695
s,0.13124322891235352
c,0.2210228443145752
u,0.08408403396606445
l,0.23563289642333984
e,0.09495019912719727
shift,1.0777788162231445
space,2.0302798748016357
!,0.5528872013092041
!,0.2644829750061035
